,Filo,Classe,Ordem,Família ,Gênero,Espécie,Ewe grop,Ponto,Área,Município,Dia,Mês,Ano,Data,Massa(g),Largura Cefalotoracica (mm),Sexo,Estágio,Estação,Salinidade,Gradiente Salino,Temperatura,Tipo de Maré
5766,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"1,38","14,74",,a,Inverno,,Marinho,,Quadratura
5767,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"2,19","16,78",,a,Inverno,,Marinho,,Quadratura
5768,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"1,51","15,5",,a,Inverno,,Marinho,,Quadratura
5769,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,25","8,94",,j,Inverno,,Marinho,,Quadratura
5770,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"1,66","15,5",,a,Inverno,,Marinho,,Quadratura
5771,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"2,47","15,7605967506789",,a,Inverno,,Marinho,,Quadratura
5772,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"2,71","17,5",,a,Inverno,,Marinho,,Quadratura
5773,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"1,11","13,06",,a,Inverno,,Marinho,,Quadratura
5774,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,68","11,9",,a,Inverno,,Marinho,,Quadratura
5775,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"1,14","12,7",,a,Inverno,,Marinho,,Quadratura
5776,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,61",12,,a,Inverno,,Marinho,,Quadratura
5777,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"1,39","12,56",,a,Inverno,,Marinho,,Quadratura
5778,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,7","12,14",,a,Inverno,,Marinho,,Quadratura
5779,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"1,67","14,3",,a,Inverno,,Marinho,,Quadratura
5780,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"3,51","20,56",,a,Inverno,,Marinho,,Quadratura
5781,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,9","12,7",,a,Inverno,,Marinho,,Quadratura
5782,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,1","6,78",,j,Inverno,,Marinho,,Quadratura
5783,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,45","8,7860649304955",,j,Inverno,,Marinho,,Quadratura
5784,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"2,58","17,4",,a,Inverno,,Marinho,,Quadratura
5785,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,55","10,0265836322656",,a,Inverno,,Marinho,,Quadratura
5786,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,5","10,34",,a,Inverno,,Marinho,,Quadratura
5787,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,76","11,1846359843439",,a,Inverno,,Marinho,,Quadratura
5788,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,81","12,46",,a,Inverno,,Marinho,,Quadratura
5789,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"1,72","15,38",,a,Inverno,,Marinho,,Quadratura
5790,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,72","11,9",,a,Inverno,,Marinho,,Quadratura
5791,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"1,8","15,64",,a,Inverno,,Marinho,,Quadratura
5792,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"1,1","12,42",,a,Inverno,,Marinho,,Quadratura
5793,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"2,35","16,38",,a,Inverno,,Marinho,,Quadratura
5794,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"2,81","17,22",,a,Inverno,,Marinho,,Quadratura
5795,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,58","11,4",,a,Inverno,,Marinho,,Quadratura
5796,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"3,45","18,82",,a,Inverno,,Marinho,,Quadratura
5797,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,51","11,14",,j,Inverno,,Marinho,,Quadratura
5798,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,55","12,18",,a,Inverno,,Marinho,,Quadratura
5799,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,45",10,,j,Inverno,,Marinho,,Quadratura
5800,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,1,"12,76",,a,Inverno,,Marinho,,Quadratura
5801,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,45","10,18",,j,Inverno,,Marinho,,Quadratura
5802,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,89","12,66",,a,Inverno,,Marinho,,Quadratura
5803,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"1,53","14,5",,a,Inverno,,Marinho,,Quadratura
5804,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"1,25","12,4",,a,Inverno,,Marinho,,Quadratura
5805,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,7","11,28",,a,Inverno,,Marinho,,Quadratura
5806,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,2","8,46",,j,Inverno,,Marinho,,Quadratura
5807,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"1,11","12,84",,a,Inverno,,Marinho,,Quadratura
5808,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,64","11,08",,a,Inverno,,Marinho,,Quadratura
5809,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,13","6,28",,j,Inverno,,Marinho,,Quadratura
5810,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,14","7,64",,j,Inverno,,Marinho,,Quadratura
5811,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"1,13","12,86",,a,Inverno,,Marinho,,Quadratura
5812,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"1,04","13,8",,a,Inverno,,Marinho,,Quadratura
5813,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"1,01","12,66",,a,Inverno,,Marinho,,Quadratura
5814,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,28","8,94",,j,Inverno,,Marinho,,Quadratura
5815,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,46","10,56",,a,Inverno,,Marinho,,Quadratura
5816,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,63","10,4975031658769",,a,Inverno,,Marinho,,Quadratura
5817,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,39","10,96",,a,Inverno,,Marinho,,Quadratura
5818,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"1,27","13,68",,a,Inverno,,Marinho,,Quadratura
5819,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"1,43","14,12",,a,Inverno,,Marinho,,Quadratura
5820,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,7","12,44",,a,Inverno,,Marinho,,Quadratura
5821,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"1,13","13,4",,a,Inverno,,Marinho,,Quadratura
5822,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"1,98","14,9",,a,Inverno,,Marinho,,Quadratura
5823,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"1,04","12,9",,a,Inverno,,Marinho,,Quadratura
5824,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"1,26","12,96",,a,Inverno,,Marinho,,Quadratura
5825,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"1,78","15,6",,a,Inverno,,Marinho,,Quadratura
5826,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,72","12,6",,a,Inverno,,Marinho,,Quadratura
5827,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,72","11,52",,a,Inverno,,Marinho,,Quadratura
5828,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"1,03",13,,a,Inverno,,Marinho,,Quadratura
5829,Arthropoda,Malacostraca,Decapoda,Penaeidae,Xiphopenaeus,Xiphopenaeus kroyeri,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,02","3,2711067906862",,j,Inverno,,Marinho,,Quadratura
5830,Arthropoda,Malacostraca,Decapoda,Penaeidae,Litopenaeus,Litopenaeus schmitti,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"7,6","21,6",,j,Inverno,,Marinho,,Quadratura
5831,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,48","10,5",,a,Inverno,,Marinho,,Quadratura
5832,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,69","12,06",,a,Inverno,,Marinho,,Quadratura
5833,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,1,"12,54",,a,Inverno,,Marinho,,Quadratura
5834,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,17","8,66",,a,Inverno,,Marinho,,Quadratura
5835,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,24","8,46",,a,Inverno,,Marinho,,Quadratura
5836,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,16","7,76",,a,Inverno,,Marinho,,Quadratura
5837,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,36","9,42",,a,Inverno,,Marinho,,Quadratura
5838,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,35","9,14",,a,Inverno,,Marinho,,Quadratura
5839,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,28","9,34",,a,Inverno,,Marinho,,Quadratura
5840,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,49","10,46",,a,Inverno,,Marinho,,Quadratura
5841,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,26","9,16",,a,Inverno,,Marinho,,Quadratura
5842,Arthropoda,Malacostraca,Decapoda,Sicyoniidae,Sicyonia,Sicyonia typica,28. Others crustaceans,10,Alto Mar,Alto Mar,29,6,2015,29/06/2015,"0,21","8,16",,a,Inverno,,Marinho,,Quadratura
5843,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,36","9,9",,a,Inverno,,Polihalino,,Quadratura
5844,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,4","8,91967084849063",,a,Inverno,,Polihalino,,Quadratura
5845,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,3","9,44",,a,Inverno,,Polihalino,,Quadratura
5846,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,471510963645569","9,44",,a,Inverno,,Polihalino,,Quadratura
5847,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,31","9,78",,a,Inverno,,Polihalino,,Quadratura
5848,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,27","9,1",,a,Inverno,,Polihalino,,Quadratura
5849,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,32","9,22",,a,Inverno,,Polihalino,,Quadratura
5850,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,57","10,6",,a,Inverno,,Polihalino,,Quadratura
5851,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,27","9,44",,a,Inverno,,Polihalino,,Quadratura
5852,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,43","10,94",,a,Inverno,,Polihalino,,Quadratura
5853,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,01","2,50094866647503",,j,Inverno,,Polihalino,,Quadratura
5854,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,7","12,06",,a,Inverno,,Polihalino,,Quadratura
5855,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,14","8,16",,a,Inverno,,Polihalino,,Quadratura
5856,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,37","9,66",,a,Inverno,,Polihalino,,Quadratura
5857,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,36","9,26",,a,Inverno,,Polihalino,,Quadratura
5858,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,29","9,88",,a,Inverno,,Polihalino,,Quadratura
5859,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,33","10,18",,a,Inverno,,Polihalino,,Quadratura
5860,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,26","8,56",,a,Inverno,,Polihalino,,Quadratura
5861,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,06","4,63810205040089",,j,Inverno,,Polihalino,,Quadratura
5862,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,42","9,8",,a,Inverno,,Polihalino,,Quadratura
5863,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,39","10,1",,a,Inverno,,Polihalino,,Quadratura
5864,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"1,14","13,5",,a,Inverno,,Polihalino,,Quadratura
5865,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,34","9,6",,a,Inverno,,Polihalino,,Quadratura
5866,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,41","9,9",,a,Inverno,,Polihalino,,Quadratura
5867,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,22","9,34",,a,Inverno,,Polihalino,,Quadratura
5868,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,23","9,06",,a,Inverno,,Polihalino,,Quadratura
5869,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,66","11,4",,a,Inverno,,Polihalino,,Quadratura
5870,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,25","9,2",,a,Inverno,,Polihalino,,Quadratura
5871,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,32","9,22",,a,Inverno,,Polihalino,,Quadratura
5872,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,51","11,6",,a,Inverno,,Polihalino,,Quadratura
5873,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,25","8,84",,a,Inverno,,Polihalino,,Quadratura
5874,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,27","9,18",,a,Inverno,,Polihalino,,Quadratura
5875,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,31","9,66",,a,Inverno,,Polihalino,,Quadratura
5876,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,51","10,24",,a,Inverno,,Polihalino,,Quadratura
5877,Arthropoda,Malacostraca,Decapoda,Penaeidae,Rimapenaeus,Rimapenaeus constrictus,27. Shrimp,5,Ilha das Cobras,Paranaguá,29,6,2015,29/06/2015,"0,26","8,84",,a,Inverno,,Polihalino,,Quadratura
